dataset,strong_branching_limit,num_features,hl1,hl2,hl3,hl4,epochs,num_branch_callbacks,runtime
bienst2.mps.gz,320,7,10,10,10,10,20,2555,180.004183

solution status,objective value
1792,69
1793,107
1794,67
1795,82
1796,104
1797,112
1798,94
1799,80
1800,67
1801,107
1802,109
1803,90
1804,252
1805,111
1806,481
1807,103
1808,81
1809,98
1810,99
1811,428
1812,111
1813,65
1814,80
1815,125
1816,93
1817,111
1818,79
1819,65
1820,100
1821,101
1822,299
1823,320
1824,369
1825,271
1826,222
1827,174
1828,270
1829,86
1830,470
1831,403
1832,305
1833,348
1834,102
1835,452
1836,206
1837,102
1838,376
1839,78
1840,102
1841,452
1842,348
1843,95
1844,95
1845,206
1846,95
1847,348
1848,102
1849,102
1850,67
1851,67
1852,67
1853,151
1854,85
1855,88
1856,90
1857,88
1858,85
1859,89
1860,82
1861,86
1862,88
1863,89
1864,85
1865,95
1866,80
1867,65
1868,89
1869,87
1870,145
1871,80
1872,90
1873,67
1874,78
1875,101
1876,101
1877,67
1878,67
1879,207
1880,82
1881,89
1882,82
1883,104
1884,95
1885,112
1886,88
1887,110
1888,110
1889,93
1890,108
1891,109
1892,96
1893,85
1894,89
1895,90
1896,140
1897,111
1898,82
1899,89
1900,32
1901,96
1902,95
1903,87
1904,103
1905,94
1906,100
1907,106
1908,90
1909,43
1910,89
1911,101
1912,97
1913,99
1914,69
1915,85
1916,68
1917,95
1918,110
1919,103
1920,386
1921,84
1922,108
1923,80
1924,84
1925,101
1926,107
1927,106
1928,81
1929,430
1930,100
1931,112
1932,81
1933,92
1934,78
1935,479
1936,109
1937,78
1938,90
1939,97
1940,112
1941,109
1942,90
1943,82
1944,236
1945,139
1946,98
1947,92
1948,98
1949,81
1950,87
1951,67
1952,95
1953,90
1954,112
1955,110
1956,467
1957,479
1958,84
1959,344
1960,111
1961,67
1962,78
1963,65
1964,82
1965,84
1966,70
1967,110
1968,102
1969,285
1970,126
1971,80
1972,100
1973,92
1974,90
1975,98
1976,80
1977,110
1978,93
1979,92
1980,236
1981,486
1982,460
1983,81
1984,431
1985,81
1986,81
1987,330
1988,460
1989,83
1990,431
1991,83
1992,81
1993,184
1994,460
1995,83
1996,431
1997,83
1998,81
1999,83
2000,460
2001,486
2002,81
2003,330
2004,101
2005,102
2006,184
2007,101
2008,83
2009,431
2010,81
2011,486
2012,81
2013,330
2014,83
2015,184
2016,83
2017,83
2018,102
2019,107
2020,251
2021,341
2022,101
2023,98
2024,329
2025,110
2026,92
2027,90
2028,108
2029,93
2030,110
2031,88
2032,341
2033,84
2034,67
2035,420
2036,421
2037,398
2038,349
2039,84
2040,112
2041,84
2042,351
2043,84
2044,67
2045,127
2046,470
2047,176
2048,84
2049,67
2050,98
2051,398
2052,349
2053,84
2054,70
2055,98
2056,81
2057,437
2058,230
2059,160
2060,96
2061,112
2062,84
2063,70
2064,398
2065,349
2066,84
2067,84
2068,84
2069,70
2070,398
2071,349
2072,84
2073,477
2074,183
2075,70
2076,133
2077,70
2078,480
2079,386
2080,105
2081,105
2082,70
2083,84
2084,470
2085,70
2086,105
2087,112
2088,351
2089,84
2090,70
2091,421
2092,398
2093,349
2094,84
2095,70
2096,187
2097,81
2098,81
2099,469
2100,84
2101,103
2102,273
2103,126
2104,371
2105,84
2106,81
2107,87
2108,84
2109,84
2110,469
2111,84
2112,84
2113,210
2114,251
2115,221
2116,70
2117,70
2118,70
2119,105
2120,127
2121,398
2122,349
2123,84
2124,96
2125,122
2126,469
2127,84
2128,197
2129,176
2130,84
2131,84
2132,469
2133,126
2134,84
2135,301
2136,273
2137,371
2138,84
2139,342
2140,154
2141,98
2142,485
2143,87
2144,348
2145,202
2146,98
2147,98
2148,230
2149,98
2150,103
2151,84
2152,112
2153,84
2154,247
2155,105
2156,70
2157,81
2158,84
2159,67
2160,469
2161,126
2162,470
2163,398
2164,349
2165,84
2166,84
2167,84
2168,176
2169,398
2170,349
2171,84
2172,70
2173,105
2174,84
2175,84
2176,187
2177,105
2178,105
2179,84
2180,67
2181,112
2182,273
2183,371
2184,84
2185,470
2186,398
2187,349
2188,265
2189,81
2190,495
2191,84
2192,84
2193,176
2194,84
2195,398
2196,349
2197,104
2198,84
2199,84
2200,70
2201,84
2202,470
2203,398
2204,349
2205,84
2206,81
2207,67
2208,84
2209,176
2210,398
2211,349
2212,84
2213,84
2214,67
2215,105
2216,84
2217,105
2218,84
2219,67
2220,105
2221,112
2222,111
2223,97
2224,92
2225,83
2226,70
2227,350
2228,94
2229,84
2230,90
2231,107
2232,81
2233,279
2234,455
2235,102
2236,194
2237,439
2238,291
2239,356
2240,480
2241,70
2242,70
2243,70
2244,356
2245,371
2246,70
2247,350
2248,70
2249,70
2250,70
2251,200
2252,371
2253,418
2254,416
2255,70
2256,86
2257,102
2258,70
2259,110
2260,102
2261,308
2262,270
2263,79
2264,67
2265,102
2266,70
2267,102
2268,111
2269,84
2270,90
2271,353
2272,319
2273,78
2274,79
2275,93
2276,102
2277,111
2278,96
2279,442
2280,439
2281,107
2282,98
2283,96
2284,93
2285,110
2286,105
2287,88
2288,88
2289,80
2290,94
2291,90
2292,67
2293,78
2294,70
2295,98
2296,81
2297,111
2298,79
2299,83
2300,93
2301,110
2302,102
2303,87
2304,81
2305,83
2306,93
2307,88
2308,281
2309,80
2310,67
2311,107
2312,90
2313,88
2314,103
2315,238
2316,97
2317,83
2318,88
2319,94
2320,90
2321,88
2322,100
2323,109
2324,491
2325,97
2326,90
2327,97
2328,110
2329,102
2330,89
2331,268
2332,108
2333,398
2334,421
2335,495
2336,301
2337,108
2338,108
2339,127
2340,495
2341,301
2342,108
2343,108
2344,176
2345,495
2346,108
2347,108
2348,323
2349,495
2350,108
2351,108
2352,108
2353,495
2354,301
2355,108
2356,108
2357,108
2358,100
2359,103
2360,88
2361,84
2362,103
2363,112
2364,105
2365,86
2366,92
2367,104
2368,111
2369,106
2370,70
2371,110
2372,108
2373,100
2374,84
2375,96
2376,90
2377,86
2378,101
2379,372
2380,86
2381,86
2382,386
2383,286
2384,103
2385,110
2386,100
2387,106
2388,86
2389,102
2390,100
2391,102
2392,90
2393,67
2394,110
2395,70
2396,88
2397,368
2398,86
2399,78
2400,103
2401,89
2402,106
2403,484
2404,93
2405,98
2406,93
2407,87
2408,105
2409,110
2410,88
2411,159
2412,101
2413,96
2414,78
2415,68
2416,87
2417,92
2418,70
2419,106
2420,96
2421,70
2422,109
2423,182
2424,242
2425,304
2426,307
2427,340
2428,384
2429,482
2430,133
2431,107
2432,107
2433,133
2434,107
2435,107
2436,133
2437,107
2438,107
2439,133
2440,107
2441,312
2442,107
2443,340
2444,107
2445,384
2446,107
2447,482
2448,107
2449,133
2450,340
2451,312
2452,107
2453,107
2454,107
2455,312
2456,340
2457,107
2458,107
2459,107
2460,133
2461,312
2462,107
2463,242
2464,107
2465,304
2466,340
2467,107
2468,384
2469,107
2470,482
2471,107
2472,242
2473,312
2474,340
2475,107
2476,107
2477,304
2478,312
2479,107
2480,340
2481,107
2482,384
2483,107
2484,482
2485,107
2486,307
2487,340
2488,107
2489,384
2490,107
2491,482
2492,107
2493,78
2494,86
2495,88
2496,106
2497,70
2498,220
2499,100
2500,88
2501,86
2502,101
2503,103
2504,487
2505,70
2506,88
2507,93
2508,79
2509,78
2510,98
2511,82
2512,78
2513,379
2514,87
2515,92
2516,70
2517,106
2518,110
2519,86
2520,78
2521,100
2522,67
2523,48
2524,68
2525,100
2526,105
2527,102
2528,92
2529,78
2530,70
2531,89
2532,112
2533,107
2534,80
2535,70
2536,86
2537,500
2538,203
2539,89
2540,108
2541,94
2542,90
2543,86
2544,70
2545,90
2546,109
2547,68
2548,104
2549,95
2550,247
2551,87
2552,88
2553,400
2554,406
2555,133
